no,hello,code,map,aws-text,smsbot,twilio,weather
104,4,0,196,0,0,0,0
105,4,0,196,0,0,0,0
106,4,0,196,0,0,0,0
107,4,0,196,0,0,0,0
108,4,0,196,0,0,0,0
109,4,0,196,0,0,0,0
110,4,0,196,0,0,0,0
111,4,0,196,0,0,0,0
112,4,0,196,0,0,0,0
113,4,0,196,0,0,0,0
114,4,0,196,0,0,0,0
115,4,0,196,0,0,0,0
116,4,0,196,0,0,0,0
117,4,0,196,0,0,0,0
118,4,0,196,0,0,0,0
119,4,0,196,0,0,0,0
120,4,0,196,0,0,0,0
121,4,0,196,0,0,0,0
122,4,0,196,0,0,0,0
123,4,0,196,0,0,0,0
124,4,0,196,0,0,0,0
125,4,0,196,0,0,0,0
126,4,0,196,0,0,0,0
127,4,0,196,0,0,0,0
128,4,0,196,0,0,0,0
129,4,0,196,0,0,0,0
130,4,0,196,0,0,0,0
131,4,0,196,0,0,0,0
132,4,0,196,0,0,0,0
133,4,0,196,0,0,0,0
134,4,0,196,0,0,0,0
135,4,0,196,0,0,0,0
136,4,0,196,0,0,0,0
137,4,0,196,0,0,0,0
138,4,0,196,0,0,0,0
139,4,0,196,0,0,0,0
140,4,0,196,0,0,0,0
141,4,0,196,0,0,0,0
142,4,0,196,0,0,0,0
143,4,0,196,0,0,0,0
144,4,0,196,0,0,0,0
145,4,0,196,0,0,0,0
146,4,0,196,0,0,0,0
147,4,0,196,0,0,0,0
148,4,0,196,0,0,0,0
149,4,0,196,0,0,0,0
150,4,0,196,0,0,0,0
151,4,0,196,0,0,0,0
152,4,0,196,0,0,0,0
153,4,0,196,0,0,0,0
154,4,0,196,0,0,0,0
155,4,0,196,0,0,0,0
156,4,0,196,0,0,0,0
157,4,0,196,0,0,0,0
158,4,0,196,0,0,0,0
159,4,0,196,0,0,0,0
160,4,0,196,0,0,0,0
161,4,0,196,0,0,0,0
162,4,0,196,0,0,0,0
163,4,0,196,0,0,0,0
164,4,0,196,0,0,0,0
165,4,0,196,0,0,0,0
166,4,0,196,0,0,0,0
167,4,0,196,0,0,0,0
168,4,0,196,0,0,0,0
169,4,0,196,0,0,0,0
170,4,0,196,0,0,0,0
171,4,0,196,0,0,0,0
172,4,0,196,0,0,0,0
173,4,0,196,0,0,0,0
174,4,0,196,0,0,0,0
175,4,0,196,0,0,0,0
176,4,0,196,0,0,0,0
177,4,0,196,0,0,0,0
178,4,0,196,0,0,0,0
179,4,0,196,0,0,0,0
180,4,0,196,0,0,0,0
181,4,0,196,0,0,0,0
182,4,0,196,0,0,0,0
183,4,0,196,0,0,0,0
184,4,0,196,0,0,0,0
185,4,0,196,0,0,0,0
186,4,0,196,0,0,0,0
187,4,0,196,0,0,0,0
188,4,0,196,0,0,0,0
189,4,0,84,0,0,0,0
190,4,0,84,0,0,0,0
191,4,0,84,0,0,0,0
192,4,0,84,0,0,0,0
193,4,0,84,0,0,0,0
194,4,0,84,0,0,0,0
195,4,0,84,0,0,0,0
196,4,0,84,0,0,0,0
197,4,0,84,0,0,0,0
198,4,0,84,0,0,0,0
199,4,0,84,0,0,0,0
200,4,0,84,0,0,0,0
201,4,0,84,0,0,0,0
202,4,0,84,0,0,0,0
203,4,0,84,0,0,0,0
204,4,0,83,0,0,0,0
205,4,0,83,0,0,0,0
206,4,0,83,0,0,0,0
207,4,0,83,0,0,0,0
208,4,0,83,0,0,0,0
209,4,0,83,0,0,0,0
210,4,0,83,0,0,0,0
211,4,0,83,0,0,0,0
212,4,0,83,0,0,0,0
213,4,0,83,0,0,0,0
214,4,0,83,0,0,0,0
215,4,0,83,0,0,0,0
216,4,0,83,0,0,0,0
217,4,0,83,0,0,0,0
218,4,0,77,0,0,0,0
219,4,0,77,0,0,0,0
220,4,0,77,0,0,0,0
221,4,0,69,0,0,0,0
222,4,0,69,0,0,0,0
223,4,0,69,0,0,0,0
224,4,0,69,0,0,0,0
225,4,0,69,0,0,0,0
226,4,0,69,0,0,0,0
227,4,0,69,0,0,0,0
228,4,0,69,0,0,0,0
229,4,0,69,0,0,0,0
230,4,0,69,0,0,0,0
231,4,0,69,0,0,0,0
232,4,0,69,0,0,0,0
233,4,0,69,0,0,0,0
234,4,0,69,0,0,0,0
235,4,0,69,0,0,0,0
236,4,0,69,0,0,0,0
237,4,0,69,0,0,0,0
238,4,0,69,0,0,0,0
239,4,0,69,0,0,0,0
240,4,0,69,0,0,0,0
241,4,0,69,0,0,0,0
242,4,0,69,0,0,0,0
243,4,0,69,0,0,0,0
244,4,0,69,0,0,0,0
245,4,0,69,0,0,0,0
246,4,0,69,0,0,0,0
247,4,0,53,0,0,0,0
248,4,0,53,0,0,0,0
249,4,0,53,0,0,0,0
250,4,0,52,0,0,0,0
251,4,0,52,0,0,0,0
252,4,0,52,0,0,0,0
253,4,0,52,0,0,0,0
254,4,0,52,0,0,0,0
255,4,0,49,0,0,0,0
256,4,0,49,0,0,0,0
257,4,0,49,0,0,0,0
258,4,0,49,0,0,0,0
259,4,0,49,0,0,0,0
260,4,0,49,0,0,0,0
261,4,0,49,0,0,0,0
262,4,0,49,0,0,0,0
263,4,0,49,0,0,0,0
264,4,0,20,0,0,0,0
265,4,0,20,0,0,0,0
266,3,0,20,0,0,0,0
267,3,0,20,0,0,0,0
268,3,0,20,0,0,0,0
269,3,0,20,0,0,0,0
270,3,0,20,0,0,0,0
271,3,0,20,0,0,0,0
272,3,0,20,0,0,0,0
273,3,0,20,0,0,0,0
274,3,0,20,0,0,0,0
275,3,0,20,0,0,0,0
276,3,0,20,0,0,0,0
277,3,0,20,0,0,0,0
278,3,0,20,0,0,0,0
279,3,0,20,0,0,0,0
280,3,0,20,0,0,0,0
281,3,0,20,0,0,0,0
282,3,0,20,0,0,0,0
283,3,0,20,0,0,0,0
284,3,0,20,0,0,0,0
285,3,0,20,0,0,0,0
286,3,0,20,0,0,0,0
287,3,0,20,0,0,0,0
288,3,0,20,0,0,0,0
289,3,0,20,0,0,0,0
290,3,0,20,0,0,0,0
291,3,0,20,0,0,0,0
292,3,0,20,0,0,0,0
293,3,0,20,0,0,0,0
294,3,0,20,0,0,0,0
295,3,0,20,0,0,0,0
296,3,0,20,0,0,0,0
297,3,0,20,0,0,0,0
298,3,0,20,0,0,0,0
299,3,0,20,0,0,0,0
300,3,0,20,0,0,0,0
301,3,0,20,0,0,0,0
302,3,0,20,0,0,0,0
303,3,0,20,0,0,0,0
304,3,0,20,0,0,0,0
305,3,0,20,0,0,0,0
306,3,0,20,0,0,0,0
307,3,0,20,0,0,0,0
308,3,0,20,0,0,0,0
309,3,0,20,0,0,0,0
310,3,0,20,0,0,0,0
311,3,0,20,0,0,0,0
312,3,0,20,0,0,0,0
313,3,0,20,0,0,0,0
314,3,0,20,0,0,0,0
315,3,0,20,0,0,0,0
316,3,0,20,0,0,0,0
317,3,0,20,0,0,0,0
318,3,0,20,0,0,0,0
319,3,0,20,0,0,0,0
320,3,0,20,0,0,0,0
321,3,0,20,0,0,0,0
322,3,0,20,0,0,0,0
323,3,0,20,0,0,0,0
324,3,0,20,0,0,0,0
325,3,0,16,0,0,0,0
326,3,0,16,0,0,0,0
327,3,0,16,0,0,0,0
328,3,0,16,0,0,0,0
329,3,0,16,0,0,0,0
330,3,0,16,0,0,0,0
331,3,0,16,0,0,0,0
332,3,0,16,0,0,0,0
333,3,0,16,0,0,0,0
334,3,0,16,0,0,0,0
335,3,0,16,0,0,0,0
336,3,0,16,0,0,0,0
337,3,0,16,0,0,0,0
338,3,0,16,0,0,0,0
339,3,0,16,0,0,0,0
340,3,0,16,0,0,0,0
341,3,0,16,0,0,0,0
342,3,0,16,0,0,0,0
343,3,0,16,0,0,0,0
344,3,0,16,0,0,0,0
345,3,0,16,0,0,0,0
346,3,0,16,0,0,0,0
347,3,0,16,0,0,0,0
348,3,0,16,0,0,0,0
349,3,0,16,0,0,0,0
350,3,0,16,0,0,0,0
351,3,0,16,0,0,0,0
352,3,0,16,0,0,0,0
353,3,0,16,0,0,0,0
354,3,0,16,0,0,0,0
355,3,0,16,0,0,0,0
356,3,0,16,0,0,0,0
357,3,0,16,0,0,0,0
358,3,0,16,0,0,0,0
359,3,0,16,0,0,0,0
360,3,0,16,0,0,0,0
361,3,0,16,0,0,0,0
362,3,0,16,0,0,0,0
363,3,0,16,0,0,0,0
364,3,0,16,0,0,0,0
365,3,0,16,0,0,0,0
366,3,0,16,0,0,0,0
367,3,0,16,0,0,0,0
368,3,0,16,0,0,0,0
369,3,0,16,0,0,0,0
370,3,0,16,0,0,0,0
371,3,0,16,0,0,0,0
372,3,0,16,0,0,0,0
373,3,0,16,0,0,0,0
374,3,0,16,0,0,0,0
375,3,0,16,0,0,0,0
376,3,0,16,0,0,0,0
377,3,0,16,0,0,0,0
378,3,0,16,0,0,0,0
379,3,0,16,0,0,0,0
380,3,0,16,0,0,0,0
381,3,0,16,0,0,0,0
382,3,0,16,0,0,0,0
383,3,0,16,0,0,0,0
384,3,0,16,0,0,0,0
385,3,0,16,0,0,0,0
386,3,0,16,0,0,0,0
387,3,0,16,0,0,0,0
388,3,0,16,0,0,0,0
389,3,0,16,0,0,0,0
390,3,0,16,0,0,0,0
391,3,0,16,0,0,0,0
392,3,0,16,0,0,0,0
393,3,0,16,0,0,0,0
394,3,0,16,0,0,0,0
395,3,0,16,0,0,0,0
396,3,0,16,0,0,0,0
397,2,0,16,0,0,0,0
398,2,0,16,0,0,0,0
399,2,0,16,0,0,0,0
400,2,0,16,0,0,0,0
401,2,0,16,0,0,0,0
402,2,0,16,0,0,0,0
403,2,0,16,0,0,0,0
404,2,0,16,0,0,0,0
405,2,0,16,0,0,0,0
406,2,0,16,0,0,0,0
407,2,0,16,0,0,0,0
408,2,0,16,0,0,0,0
409,2,0,16,0,0,0,0
410,2,0,16,0,0,0,0
411,2,0,16,0,0,0,0
412,2,0,16,0,0,0,0
413,2,0,16,0,0,0,0
414,2,0,16,0,0,0,0
415,2,0,16,0,0,0,0
416,2,0,16,0,0,0,0
417,2,0,16,0,0,0,0
418,2,0,16,0,0,0,0
419,2,0,16,0,0,0,0
420,2,0,16,0,0,0,0
421,2,0,16,0,0,0,0
422,2,0,16,0,0,0,0
423,2,0,16,0,0,0,0
424,2,0,14,0,0,0,0
425,2,0,14,0,0,0,0
426,2,0,14,0,0,0,0
427,2,0,14,0,0,0,0
428,2,0,14,0,0,0,0
429,2,0,14,0,0,0,0
430,2,0,14,0,0,0,0
431,2,0,14,0,0,0,0
432,2,0,14,0,0,0,0
433,2,0,14,0,0,0,0
434,2,0,14,0,0,0,0
435,2,0,14,0,0,0,0
436,2,0,14,0,0,0,0
437,2,0,14,0,0,0,0
438,2,0,14,0,0,0,0
439,2,0,14,0,0,0,0
440,2,0,14,0,0,0,0
441,2,0,14,0,0,0,0
442,2,0,14,0,0,0,0
443,2,0,14,0,0,0,0
444,2,0,14,0,0,0,0
445,2,0,14,0,0,0,0
446,2,0,14,0,0,0,0
447,2,0,14,0,0,0,0
448,2,0,14,0,0,0,0
449,2,0,14,0,0,0,0
450,2,0,14,0,0,0,0
451,2,0,14,0,0,0,0
452,2,0,14,0,0,0,0
453,2,0,14,0,0,0,0
454,2,0,14,0,0,0,0
455,2,0,14,0,0,0,0
456,2,0,14,0,0,0,0
457,2,0,14,0,0,0,0
458,2,0,14,0,0,0,0
459,2,0,14,0,0,0,0
460,2,0,12,0,0,0,0
461,2,0,12,0,0,0,0
462,2,0,12,0,0,0,0
463,2,0,12,0,0,0,0
464,2,0,0,0,0,0,0
465,2,0,0,0,0,0,0
466,2,0,0,0,0,0,0
467,2,0,0,0,0,0,0
468,2,0,0,0,0,0,0
469,2,0,0,0,0,0,0
470,2,0,0,0,0,0,0
471,2,0,0,0,0,0,0
472,2,0,0,0,0,0,0
473,2,0,0,0,0,0,0
474,2,0,0,0,0,0,0
475,2,0,0,0,0,0,0
476,2,0,0,0,0,0,0
477,2,0,0,0,0,0,0
478,2,0,0,0,0,0,0
479,2,0,0,0,0,0,0
480,2,0,0,0,0,0,0
481,2,0,0,0,0,0,0
482,2,0,0,0,0,0,0
483,2,0,0,0,0,0,0
484,2,0,0,0,0,0,0
485,2,0,0,0,0,0,0
486,2,0,0,0,0,0,0
487,2,0,0,0,0,0,0
488,2,0,0,0,0,0,0
489,2,0,0,0,0,0,0
490,2,0,0,0,0,0,0
491,2,0,0,0,0,0,0
492,2,0,0,0,0,0,0
493,2,0,0,0,0,0,0
494,2,0,0,0,0,0,0
495,2,0,0,0,0,0,0
496,2,0,0,0,0,0,0
497,2,0,0,0,0,0,0
498,2,0,0,0,0,0,0
499,2,0,0,0,0,0,0
500,2,0,0,0,0,0,0
501,2,0,0,0,0,0,0
502,2,0,0,0,0,0,0
503,2,0,0,0,0,0,0
504,2,0,0,0,0,0,0
505,2,0,0,0,0,0,0
506,2,0,0,0,0,0,0
507,2,0,0,0,0,0,0
508,2,0,0,0,0,0,0
509,2,0,0,0,0,0,0
510,2,0,0,0,0,0,0
511,2,0,0,0,0,0,0
512,2,0,0,0,0,0,0
513,2,0,0,0,0,0,0
514,2,0,0,0,0,0,0
515,2,0,0,0,0,0,0
516,2,0,0,0,0,0,0
517,2,0,0,0,0,0,0
518,2,0,0,0,0,0,0
519,2,0,0,0,0,0,0
520,2,0,0,0,0,0,0
521,2,0,0,0,0,0,0
522,2,0,0,0,0,0,0
523,2,0,0,0,0,0,0
524,2,0,0,0,0,0,0
525,2,0,0,0,0,0,0
526,2,0,0,0,0,0,0
527,2,0,0,0,0,0,0
528,2,0,0,0,0,0,0
529,2,0,0,0,0,0,0
530,2,0,0,0,0,0,0
531,2,0,0,0,0,0,0
532,2,0,0,0,0,0,0
533,2,0,0,0,0,0,0
534,2,0,0,0,0,0,0
535,2,0,0,0,0,0,0
536,2,0,0,0,0,0,0
537,2,0,0,0,0,0,0
538,2,0,0,0,0,0,0
539,2,0,0,0,0,0,0
540,2,0,0,0,0,0,0
541,2,0,0,0,0,0,0
542,2,0,0,0,0,0,0
543,2,0,0,0,0,0,0
544,2,0,0,0,0,0,0
545,2,0,0,0,0,0,0
546,2,0,0,0,0,0,0
547,2,0,0,0,0,0,0
548,2,0,0,0,0,0,0
549,2,0,0,0,0,0,0
550,2,0,0,0,0,0,0
551,2,0,0,0,0,0,0
552,2,0,0,0,0,0,0
553,2,0,0,0,0,0,0
554,2,0,0,0,0,0,0
555,2,0,0,0,0,0,0
556,2,0,0,0,0,0,0
557,2,0,0,0,0,0,0
558,2,0,0,0,0,0,0
559,2,0,0,0,0,0,0
560,2,0,0,0,0,0,0
561,2,0,0,0,0,0,0
562,2,0,0,0,0,0,0
563,2,0,0,0,0,0,0
564,2,0,0,0,0,0,0
565,2,0,0,0,0,0,0
566,2,0,0,0,0,0,0
567,2,0,0,0,0,0,0
568,2,0,0,0,0,0,0
569,2,0,0,0,0,0,0
570,2,0,0,0,0,0,0
571,2,0,0,0,0,0,0
572,2,0,0,0,0,0,0
573,2,0,0,0,0,0,0
574,2,0,0,0,0,0,0
575,2,0,0,0,0,0,0
576,2,0,0,0,0,0,0
577,2,0,0,0,0,0,0
578,2,0,0,0,0,0,0
579,2,0,0,0,0,0,0
580,2,0,0,0,0,0,0
581,2,0,0,0,0,0,0
582,2,0,0,0,0,0,0
583,2,0,0,0,0,0,0
584,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0
590,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0
603,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0
605,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0
610,0,0,0,0,0,0,0
611,0,0,0,0,0,0,0
612,0,0,0,0,0,0,0
613,0,0,0,0,0,0,0
614,0,0,0,0,0,0,0
615,0,0,0,0,0,0,0
616,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0
618,0,0,0,0,0,0,0
619,0,0,0,0,0,0,0
620,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0
622,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0
624,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0
628,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0
631,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0
633,0,0,0,0,0,0,0
634,0,0,0,0,0,0,0
635,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0
637,0,0,0,0,0,0,0
638,0,0,0,0,0,0,0
639,0,0,0,0,0,0,0
640,0,0,0,0,0,0,0
641,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0
643,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0
645,0,0,0,0,0,0,0
646,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0
648,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0
651,0,0,0,0,0,0,0
652,0,0,0,0,0,0,0
653,0,0,0,0,0,0,0
654,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0
656,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0
658,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0
661,0,0,0,0,0,0,0
662,0,0,0,0,0,0,0
663,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0
665,0,0,0,0,0,0,0
666,0,0,0,0,0,0,0
667,0,0,0,0,0,0,0
668,0,0,0,0,0,0,0
669,0,0,0,0,0,0,0
670,0,0,0,0,0,0,0
671,0,0,0,0,0,0,0
672,0,0,0,0,0,0,0
673,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0
684,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0
693,0,0,0,0,0,0,0
694,0,0,0,0,0,0,0
695,0,0,0,0,0,0,0
696,0,0,0,0,0,0,0
697,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0
712,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0
718,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0
721,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0
727,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0
732,0,0,0,0,0,0,0
733,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0
735,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0
737,0,0,0,0,0,0,0
738,0,0,0,0,0,0,0
739,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0
744,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0
753,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0
757,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0
762,0,0,0,0,0,0,0
763,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0
768,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0
770,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0
773,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0
777,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0
789,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0
805,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0
832,0,0,0,0,0,0,0
833,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0
835,0,0,0,0,0,0,0
836,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0
838,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0
846,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0
851,0,0,0,0,0,0,0
852,0,0,0,0,0,0,0
853,0,0,0,0,0,0,0
854,0,0,0,0,0,0,0
855,0,0,0,0,0,0,0
856,0,0,0,0,0,0,0
857,0,0,0,0,0,0,0
858,0,0,0,0,0,0,0
859,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0
861,0,0,0,0,0,0,0
862,0,0,0,0,0,0,0
863,0,0,0,0,0,0,0
864,0,0,0,0,0,0,0
865,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0
868,0,0,0,0,0,0,0
869,0,0,0,0,0,0,0
870,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0
